,literature,temperatureOptimumMaximum,temperatureOptimum,commentary,organism,ecNumber
35275,[746924],,30,assay at,Piper nigrum,4.2.3.89
35276,[746974],,30,assay at,Ocimum kilimandscharicum,4.2.3.89
35277,[747883],,30,assay at,Rhodomyrtus tomentosa,4.2.3.89
35278,[715629],,30,at pH 7.5,Streptomyces griseus,4.2.3.89
35279,[749271],,30,in vivo assay at,Zea perennis,4.2.3.89
35280,[694515],,25,assay at,Penicillium roqueforti,4.2.3.9
35281,[682226],,25,activity assay,Penicillium roqueforti,4.2.3.9
35282,[679218],,25,"preparative scale incubation, 48 h",Penicillium roqueforti,4.2.3.9
35283,[693062],,30,assay at,Aspergillus terreus,4.2.3.9
35284,[682223],,30,activity assay,Penicillium roqueforti,4.2.3.9
35285,[704204],,22,assay at,Nicotiana tabacum,4.2.3.B17
35286,[704204],,22,assay at,Nicotiana tabacum,4.2.3.B18
35287,[704204],,22,assay at,Nicotiana tabacum,4.2.3.B19
35288,[716947],,30,assay at,Kitasatospora griseola,4.2.3.B26
35289,[716947],,50,,Kitasatospora griseola,4.2.3.B26
35290,[716947],,30,assay at,Kitasatospora griseola,4.2.3.B27
35291,[716947],,50,,Kitasatospora griseola,4.2.3.B27
35292,[716947],,30,assay at,Kitasatospora griseola,4.2.3.B28
35293,[716947],,50,,Kitasatospora griseola,4.2.3.B28
35294,[716947],,30,assay at,Kitasatospora griseola,4.2.3.B29
35295,[716947],,50,,Kitasatospora griseola,4.2.3.B29
35296,[716411],,45,,Mycobacterium tuberculosis,4.2.3.B30
35297,[716411],,45,,Mycobacterium tuberculosis,4.2.3.B31
35298,[716411],,45,,Mycobacterium tuberculosis,4.2.3.B32
35299,[716411],,45,,Mycobacterium tuberculosis,4.2.3.B33
35300,[716411],,45,,Mycobacterium tuberculosis,4.2.3.B34
35301,[716411],,45,,Mycobacterium tuberculosis,4.2.3.B35
35302,[716411],,45,,Mycobacterium tuberculosis,4.2.3.B36
35303,[743471],,30,assay at,Grindelia hirsutula,4.2.3.B67
35304,[743504],,30,assay at,Isodon rubescens,4.2.3.B70
35305,[34158],,35,crude enzyme extract,Zoogloea sp.,4.2.99.12
35306,[730783],,20,,Triticum aestivum,4.2.99.18
35307,[691013],,22,assay at,Homo sapiens,4.2.99.18
35308,[682917],,23,electrophoretic mobility shift assay,Homo sapiens,4.2.99.18
35309,[748634],,25,assay at,Homo sapiens,4.2.99.18
35310,[748635],,25,assay at,Homo sapiens,4.2.99.18
35311,[748789],,25,assay at,Homo sapiens,4.2.99.18
35312,[747170],,25,assay at,Saccharomyces cerevisiae,4.2.99.18
35313,[747212],,25,assay at,Saccharomyces cerevisiae,4.2.99.18
35314,[748191],,25,assay at,Escherichia coli,4.2.99.18
35315,[679493],,25,nuclease assay,Neisseria meningitidis,4.2.99.18
35316,[749127],,30,,Helicobacter pylori,4.2.99.18
35317,[693581],,30,assay at,Homo sapiens,4.2.99.18
35318,[648646],,37,assay at,Mus musculus,4.2.99.18
35319,[691026],,37,assay at,Mus musculus,4.2.99.18
35320,[646938],,37,assay at,Escherichia coli,4.2.99.18
35321,[694326],,37,assay at,Escherichia coli,4.2.99.18
35322,[648636],,37,assay at,Homo sapiens,4.2.99.18
35323,[648682],,37,assay at,Homo sapiens,4.2.99.18
35324,[691638],,37,assay at,Homo sapiens,4.2.99.18
35325,[693225],,37,assay at,Homo sapiens,4.2.99.18
35326,[693643],,37,assay at,Homo sapiens,4.2.99.18
35327,[693644],,37,assay at,Homo sapiens,4.2.99.18
35328,[694466],,37,assay at,Homo sapiens,4.2.99.18
35329,[648647],,37,assay at,Bos taurus,4.2.99.18
35330,[694466],,37,assay at,Leishmania major,4.2.99.18
35331,[694866],,37,assay at,Human alphaherpesvirus 1,4.2.99.18
35332,[747210],,37,assay at,Homo sapiens,4.2.99.18
35333,[747500],,37,assay at,Homo sapiens,4.2.99.18
35334,[747508],,37,assay at,Homo sapiens,4.2.99.18
35335,[747640],,37,assay at,Homo sapiens,4.2.99.18
35336,[748724],,37,assay at,Homo sapiens,4.2.99.18
35337,[748779],,37,assay at,Homo sapiens,4.2.99.18
35338,[749954],,37,assay at,Mycobacterium tuberculosis,4.2.99.18
35339,[679466],,37,activity assay,Homo sapiens,4.2.99.18
35340,[681458],,37,activity assay,Leishmania major,4.2.99.18
35341,[680765],,37,3'-exonuclease activity assay,Homo sapiens,4.2.99.18
35342,[681525],,37,"activity assay, oligonucleotide cleavage assay, endonuclease and 3'-phosphodiesterase activity is measured",Saccharomyces cerevisiae,4.2.99.18
35343,[682011],,37,AP endonuclease activity assay,Homo sapiens,4.2.99.18
35344,[682176],,37,AP endonuclease assay,Homo sapiens,4.2.99.18
35345,[681675],,37,AP endonuclease assay and 3'-5' exonuclease assay,African swine fever virus,4.2.99.18
35346,[682163],,37,AP-endonuclease assay,Homo sapiens,4.2.99.18
35347,[682163],,37,AP-endonuclease assay,Bos taurus,4.2.99.18
35348,[678409],,37,exonuclease assay,Homo sapiens,4.2.99.18
35349,[679496],,37,incision assay using synthetic oligonucleotides,Homo sapiens,4.2.99.18
35350,[648623],,40,,Phaseolus coccineus,4.2.99.18
35351,[726020],,50,assay at,Archaeoglobus fulgidus,4.2.99.18
35352,[678781],,50,protein-DNA binding assay,Lactiplantibacillus plantarum,4.2.99.18
35353,[678781],,50,protein-DNA binding assay,Escherichia coli,4.2.99.18
35354,[678781],,50,protein-DNA binding assay,Thermoplasma volcanium,4.2.99.18
35355,[648626],,55,,Desulfotomaculum nigrificans,4.2.99.18
35356,[648634],,60,,Geobacillus stearothermophilus,4.2.99.18
35357,[746991],,60,assay at,Sulfolobus islandicus,4.2.99.18
35358,[726020],,60,"since the Tm-value of the DNA substrates (39-mer) is 74&deg;C, the activity above 60&deg;C is not convincible. The actual optimum temperature of the enzyme might be higher than 60&deg;C",Archaeoglobus fulgidus,4.2.99.18
35359,[682181],,65,DNA-binding assay,Pyrococcus abyssi,4.2.99.18
35360,[682181],,72,AP-endonuclease assay,Pyrococcus abyssi,4.2.99.18
35361,[685225],,37,assay at,Escherichia coli,4.2.99.20
35362,[714268],,25,assay at,Pseudomonas aeruginosa,4.2.99.21
35363,[748659],,30,assay at,Arabidopsis thaliana,4.2.99.21
35364,[746803],,22,assay at room temperature,Tulipa gesneriana,4.2.99.22
35365,[721864],,30,,Tulipa gesneriana,4.2.99.22
35366,[723472],45,35,,Tulipa gesneriana,4.2.99.22
35367,[746803],,22,assay at room temperature,Tulipa gesneriana,4.2.99.23
35368,[737001],40,30,,Tulipa gesneriana,4.2.99.23
35369,[751681],,37,,Papaver somniferum,4.2.99.24
35370,[692334],,25,assay at,Mus musculus,4.2.99.B1
35371,[692974],,30,assay at,Homo sapiens,4.2.99.B1
35372,[692020],,30,assay at,Saccharomyces cerevisiae,4.2.99.B1
35373,[748781],,37,assay at,Mus musculus,4.2.99.B1
35374,[694467],,37,assay at,Homo sapiens,4.2.99.B1
35375,[694925],,37,assay at,Homo sapiens,4.2.99.B1
35376,[692962],,37,assay at,Crithidia fasciculata,4.2.99.B1
35377,[692021],,37,assay at,Trypanosoma cruzi,4.2.99.B1
35378,[694866],,37,assay at,Human alphaherpesvirus 1,4.2.99.B1
35379,[692010],,37,assay at,Homo sapiens,4.2.99.B1
35380,[747135],,37,assay at,Homo sapiens,4.2.99.B1
35381,[692012],,37,assay at,Leishmania infantum,4.2.99.B1
35382,[748493],,37,assay at,Mus musculus,4.2.99.B1
35383,[747641],,37,assay at,Arabidopsis thaliana,4.2.99.B1
35384,[650749],,-999,temperature dependence of kinetic parameters,Hafnia alvei,4.3.1.1
35385,[691570],,25,optimum temperature for reactivation,Hafnia alvei,4.3.1.1
35386,[6028],,30,,Escherichia coli,4.3.1.1
35387,[6026],,30,assay at,Haemophilus influenzae,4.3.1.1
35388,[6026],,30,assay at,Escherichia coli,4.3.1.1
35389,[6030],,30,assay at,Escherichia coli,4.3.1.1
35390,[6030],,30,assay at,Bacillus sp. (in: Bacteria),4.3.1.1
35391,[6010],,32,,Lactobacillus murinus,4.3.1.1
35392,[746796],,35,deamination reaction,Pseudomonas aeruginosa,4.3.1.1
35393,[657547],,37,,Escherichia coli,4.3.1.1
35394,[729405],,37,assay at,Bacillus sp. (in: Bacteria),4.3.1.1
35395,[694233],,37,assay at,Campylobacter jejuni,4.3.1.1
35396,[650751],,40,acetylated enzyme,Hafnia alvei,4.3.1.1
35397,[6029],,45,maximum activity,Hafnia alvei,4.3.1.1
35398,[650751],,45,native enzyme,Hafnia alvei,4.3.1.1
35399,[658403],,54,,[Brevibacterium] flavum,4.3.1.1
35400,[651803],,55,,Cytophaga sp.,4.3.1.1
35401,[6030],,55,assay at,Bacillus sp. (in: Bacteria),4.3.1.1
35402,[6030],,55,at pH 8.0,Escherichia coli,4.3.1.1
35403,[6030],,65,at pH 7.5,Bacillus sp. (in: Bacteria),4.3.1.1
35404,[6039],,37,enzyme assay at,Rattus norvegicus,4.3.1.10
35405,[6038],,37,enzyme assay at,Sus scrofa,4.3.1.10
35406,[6034],,38,enzyme assay at,Rattus norvegicus,4.3.1.10
35407,[34271],35,25,"OCD, C58",Agrobacterium tumefaciens,4.3.1.12
35408,[34269],35,25,in the absence of L-arginine,Agrobacterium tumefaciens,4.3.1.12
35409,[34271],35,25,in the absence of L-arginine,Agrobacterium tumefaciens,4.3.1.12
35410,[34271],35,30,"OCD, Ach5",Agrobacterium tumefaciens,4.3.1.12
35411,[34271],42,38,"OCD, C58",Agrobacterium tumefaciens,4.3.1.12
35412,[34269],42,38,in the presence of L-arginine,Agrobacterium tumefaciens,4.3.1.12
35413,[34271],42,38,in the presence of L-arginine,Agrobacterium tumefaciens,4.3.1.12
35414,[34264],,44,,Clostridium sporogenes,4.3.1.12
35415,[6042],,37,enzyme assay at,Rattus norvegicus,4.3.1.13
35416,[677632],45,0,,Salmonella enterica subsp. enterica serovar Typhimurium,4.3.1.15
35417,[748666],,22,assay at,Salmonella enterica,4.3.1.15
35418,[729923],,30,assay at,Salmonella enterica subsp. enterica serovar Typhimurium,4.3.1.15
35419,[748506],,37,assay at,Salmonella enterica subsp. enterica serovar Typhimurium,4.3.1.15
35420,[748506],,37,assay at,Escherichia coli,4.3.1.15
35421,[6048],,40,,Pseudomonas sp.,4.3.1.15
35422,[692924],,35,,Pseudomonas sp. T62,4.3.1.16
35423,[747320],,45,recombinant enzyme,Pseudomonas sp. N99,4.3.1.16
35424,[677454],,25,activity assay,Rattus norvegicus,4.3.1.17
35425,[728723],,37,assay at,Homo sapiens,4.3.1.17
35426,[680142],,37,activity assay,Escherichia coli,4.3.1.17
35427,[678411],,37,activity assay,Homo sapiens,4.3.1.17
35428,[210788],,40,,Corynebacterium glyciniphilum,4.3.1.17
35429,[741824],,40,,Rhizomucor miehei,4.3.1.17
35430,[210789],,45,,Limosilactobacillus fermentum,4.3.1.17
35431,[680934],,50,activity assay,Aspergillus niger,4.3.1.17
35432,[680934],,50,activity assay,Aspergillus terreus,4.3.1.17
35433,[680935],,50,activity assay,Penicillium palitans,4.3.1.17
35434,[680934],,50,activity assay,Aspergillus terricola,4.3.1.17
35435,[650851],,51,,Paracoccus seriniphilus,4.3.1.17
35436,[747007],,7.5,assay at,Salmonella enterica subsp. enterica serovar Typhimurium,4.3.1.18
35437,[729282],,25,assay at,Escherichia coli,4.3.1.18
35438,[729705],,30,assay at,Saccharomyces cerevisiae,4.3.1.18
35439,[729953],,30,assay at,Saccharomyces cerevisiae,4.3.1.18
35440,[747858],,30,assay at,Dictyostelium discoideum,4.3.1.18
35441,[677539],,30,activity assayed by the determination of the ammonia formend from D-serine,Saccharomyces cerevisiae,4.3.1.18
35442,[678079],,30,ammonia assay,Saccharomyces cerevisiae,4.3.1.18
35443,[678079],,30,pyruvate assay,Saccharomyces cerevisiae,4.3.1.18
35444,[729822],,37,assay at,Staphylococcus saprophyticus,4.3.1.18
35445,[677529],,37,activity assay,Gallus gallus,4.3.1.18
35446,[680567],,37,activity assay,Gallus gallus,4.3.1.18
35447,[680142],,37,activity assay,Escherichia coli,4.3.1.18
35448,[677529],,37,activity assay,Rattus norvegicus,4.3.1.18
35449,[677539],,37,"D-serine assay with the LDH-coupling method, the amount of released pyruvate is measured",Saccharomyces cerevisiae,4.3.1.18
35450,[730759],,22,assay at,Staphylococcus aureus,4.3.1.19
35451,[730759],,22,assay at,Bacillus subtilis,4.3.1.19
35452,[730759],,22,assay at,Escherichia coli,4.3.1.19
35453,[730759],,22,assay at,Pseudomonas putida,4.3.1.19
35454,[730759],,22,assay at,Corynebacterium glutamicum,4.3.1.19
35455,[730759],,22,assay at,Streptomyces griseus,4.3.1.19
35456,[680728],,25,activity assay,Salmonella enterica subsp. enterica serovar Typhimurium,4.3.1.19
35457,[729066],,30,assay at,Escherichia coli,4.3.1.19
35458,[747154],,30,assay at,Mycolicibacterium smegmatis,4.3.1.19
35459,[210820],,35,in absence of phosphate,Candida maltosa,4.3.1.19
35460,[210820],,37,in presence of 50 mM phosphate,Candida maltosa,4.3.1.19
35461,[682322],,37,activity assay,Nicotiana attenuata,4.3.1.19
35462,[210820],,44,in presence of 250 mM phosphate,Candida maltosa,4.3.1.19
35463,[682413],,58,,Solanum lycopersicum,4.3.1.19
35464,[210834],,65,,Geobacillus stearothermophilus,4.3.1.19
35465,[210845],,70,,Capra hircus,4.3.1.19
35466,[210843],90,85,,Thermus sp.,4.3.1.19
35467,[729599],,22,assay at,Clostridium tetanomorphum,4.3.1.2
35468,[730442],,22,assay at,Clostridium tetanomorphum,4.3.1.2
35469,[703197],,30,assay at,Clostridium tetanomorphum,4.3.1.2
35470,[729745],,30,assay at,Clostridium tetanomorphum,4.3.1.2
35471,[6060],,45,maximal activity in the deamination reaction of L-threo-3-methylaspartate,Morganella morganii,4.3.1.2
35472,[663816],50,45,,Citrobacter amalonaticus,4.3.1.2
35473,[6060],,50,maximal activity in the deamination reaction of L-threo-3-methylaspartate,Citrobacter freundii,4.3.1.2
35474,[6059],,50,maximal activity in the deamination reaction of L-threo-3-methylaspartate,Citrobacter amalonaticus,4.3.1.2
35475,[6060],,55,,Clostridium tetanomorphum,4.3.1.2
35476,[729057],,70,,Carboxydothermus hydrogenoformans,4.3.1.2
35477,[677089],,40,,Rhodobacter sphaeroides,4.3.1.22
35478,[747296],,30,,Rhodobacter sphaeroides,4.3.1.23
35479,[729860],,37,assay at,Clitoria ternatea,4.3.1.23
35480,[704799],,40,assay at,Zea mays,4.3.1.23
35481,[704148],,40,assay at,Fragaria x ananassa,4.3.1.23
35482,[746851],,40,assay at,Rhodotorula glutinis,4.3.1.23
35483,[748292],,40,recombinant enzyme,Rhodotorula glutinis,4.3.1.23
35484,[660529],,25,,Rhodotorula mucilaginosa,4.3.1.24
35485,[660529],,25,,Rhodococcus rubra,4.3.1.24
35486,[730777],,25,assay at,Rubrobacter xylanophilus,4.3.1.24
35487,[34364],,30,,Gossypium hirsutum,4.3.1.24
35488,[34360],,30,,Ustilago maydis,4.3.1.24
35489,[716820],,30,assay at,Petroselinum crispum,4.3.1.24
35490,[748813],,30,assay at,Petroselinum crispum,4.3.1.24
35491,[690393],,30,assay at,Rhodotorula glutinis,4.3.1.24
35492,[729481],,30,assay at,Rhodotorula glutinis,4.3.1.24
35493,[730761],,30,assay at,Rhodotorula glutinis,4.3.1.24
35494,[746784],,30,assay at,Rhodotorula glutinis,4.3.1.24
35495,[690313],,30,assay at,Cucumis sativus,4.3.1.24
35496,[742549],,30,assay at,Rubus plicatus,4.3.1.24
35497,[742549],,30,assay at,Fragaria x ananassa,4.3.1.24
35498,[690513],,30,assay at,Buckleyzyma aurantiaca,4.3.1.24
35499,[694763],,30,assay at,Jatropha curcas,4.3.1.24
35500,[730921],,30,assay at,Cullen corylifolium,4.3.1.24
35501,[693941],,30,assay at,Rhodotorula toruloides,4.3.1.24
35502,[695288],,30,assay at,Chimonanthus praecox,4.3.1.24
35503,[690513],,30,assay at,Rhodotorula glutinis,4.3.1.24
35504,[742549],,30,assay at,Ribes nigrum,4.3.1.24
35505,[742549],,30,assay at,Ribes rubrum,4.3.1.24
35506,[748991],,30,assay at,Sorghum bicolor,4.3.1.24
35507,[680331],,30,forward and reverse reactions,Rhodotorula glutinis,4.3.1.24
35508,[666562],,31,,Arabidopsis thaliana,4.3.1.24
35509,[729663],,32,,Cutaneotrichosporon cutaneum,4.3.1.24
35510,[34336],,35,,Nicotiana tabacum,4.3.1.24
35511,[666562],48,36,,Arabidopsis thaliana,4.3.1.24
35512,[747947],,37,,Lycoris radiata,4.3.1.24
35513,[747822],,37,,Cyathobasis fruticulosa,4.3.1.24
35514,[748844],,37,,Centaurea depressa,4.3.1.24
35515,[692716],,37,assay at,Triticum aestivum,4.3.1.24
35516,[692690],,37,assay at,Rhodotorula glutinis,4.3.1.24
35517,[730273],,37,assay at,Oryza sativa,4.3.1.24
35518,[693649],,37,assay at,Trichormus variabilis,4.3.1.24
35519,[694580],,37,assay at,Musa sp.,4.3.1.24
35520,[694744],,37,assay at,Solanum lycopersicum,4.3.1.24
35521,[693878],,37,assay at,Triticum aestivum,4.3.1.24
35522,[746939],,37,assay at,Triticum aestivum,4.3.1.24
35523,[691168],,37,assay at,Ephedra sinica,4.3.1.24
35524,[694663],,37,assay at,Vitis vinifera,4.3.1.24
35525,[746745],,37,assay at,Trichormus variabilis,4.3.1.24
35526,[748291],,40,,Vigna radiata,4.3.1.24
35527,[678216],,40,,Trichormus variabilis,4.3.1.24
35528,[729471],,40,assay at,Rhodotorula glutinis,4.3.1.24
35529,[704148],,40,assay at,Fragaria x ananassa,4.3.1.24
35530,[693416],,40,assay at,Astragalus mongholicus,4.3.1.24
35531,[747524],,40,assay at,Taxus chinensis,4.3.1.24
35532,[34345],46,44,,Rhizoctonia solani,4.3.1.24
35533,[34366],,45,,Brassica rapa subsp. oleifera,4.3.1.24
35534,[34363],,45,,Brassica juncea,4.3.1.24
35535,[666562],48,46,,Arabidopsis thaliana,4.3.1.24
35536,[666562],,48,,Arabidopsis thaliana,4.3.1.24
35537,[729471],,50,,Rhodotorula glutinis,4.3.1.24
35538,[34353],,50,,Oryza sativa,4.3.1.24
35539,[705643],,50,,Bambusa oldhamii,4.3.1.24
35540,[716457],,50,,Bambusa oldhamii,4.3.1.24
35541,[706605],,50,recombinant enzyme expressed in Escherichia coli,Bambusa oldhamii,4.3.1.24
35542,[746784],,50,pH-optimum of encapsulated enzyme,Rhodotorula glutinis,4.3.1.24
35543,[746798],,50,"wild-type and mutant enzymes E75A, and E75Q",Trichormus variabilis,4.3.1.24
35544,[706605],60,50,,Bambusa oldhamii,4.3.1.24
35545,[716178],,55,,Cistanche deserticola,4.3.1.24
35546,[746783],,55,,Zea mays,4.3.1.24
35547,[748273],60,55,deamination activity,Arabidopsis thaliana,4.3.1.24
35548,[748273],60,55,deamination activity,Petroselinum crispum,4.3.1.24
35549,[34368],,58,,Petroselinum crispum,4.3.1.24
35550,[716457],,60,,Bambusa oldhamii,4.3.1.24
35551,[716182],,60,,Jatropha curcas,4.3.1.24
35552,[748713],,60,,Plectranthus scutellarioides,4.3.1.24
35553,[706605],,60,recombinant enzyme expressed in Pichi pastoris,Bambusa oldhamii,4.3.1.24
35554,[748347],,30,assay at,Rhodotorula toruloides,4.3.1.25
35555,[748991],,30,assay at,Sorghum bicolor,4.3.1.25
35556,[747845],,37,synthesis of p-hydroxycinnamic acid methyl ester,Rhodotorula glutinis,4.3.1.25
35557,[716457],,50,,Bambusa oldhamii,4.3.1.25
35558,[34339],,55,,Helianthus annuus,4.3.1.25
35559,[748273],60,55,deamination activity,Rhodotorula toruloides,4.3.1.25
35560,[746895],,30,assay at,Delftia sp. HT23,4.3.1.27
35561,[712323],,50,,Delftia sp. HT23,4.3.1.27
35562,[719006],,61,,Streptomyces pristinaespiralis,4.3.1.28
35563,[34283],35,20,maximal activity between,Pseudomonas putida,4.3.1.3
35564,[666649],,25,,Chlamydomonas reinhardtii,4.3.1.3
35565,[679156],,25,activity assay,Pseudomonas putida,4.3.1.3
35566,[34287],,50,,Achromobacter liquidum,4.3.1.3
35567,[34283],65,60,maximal activity between,Rattus norvegicus,4.3.1.3
35568,[715254],,25,assay at,Streptomyces venezuelae,4.3.1.30
35569,[735994],,35,,Rubrivivax benzoatilyticus,4.3.1.31
35570,[729228],,25,assay at,Salmonella enterica subsp. enterica serovar Typhimurium,4.3.1.7
35571,[704362],,37,assay at,Escherichia coli,4.3.1.7
35572,[729253],,37,assay at,Escherichia coli,4.3.1.7
35573,[728756],,25,assay at,Thermotoga maritima,4.3.1.B2
35574,[748148],,25,assay at,Thermotoga maritima,4.3.1.B2
35575,[726939],,30,assay at,Saccharomyces cerevisiae,4.3.1.B2
35576,[726941],,30,assay at,Saccharomyces cerevisiae,4.3.1.B2
35577,[728731],,30,assay at,Saccharomyces cerevisiae,4.3.1.B2
35578,[726928],,30,assay at,Escherichia coli,4.3.1.B2
35579,[727736],,30,assay at,Escherichia coli,4.3.1.B2
35580,[747996],,25,assay at,Mycobacterium tuberculosis,4.3.2.1
35581,[679780],,30,activity assay,Arabidopsis thaliana,4.3.2.1
35582,[747052],,30,assay at,Escherichia coli,4.3.2.10
35583,[747861],,30,assay at,Thermotoga maritima,4.3.2.10
35584,[695003],,25,assay at,Bacillus subtilis,4.3.2.2
35585,[729296],,25,assay at,Homo sapiens,4.3.2.2
35586,[691116],,25,assay at,Plasmodium falciparum,4.3.2.2
35587,[695003],,25,assay at,Homo sapiens,4.3.2.2
35588,[729218],,25,assay at,Homo sapiens,4.3.2.2
35589,[690934],,25,assay at,Bacillus subtilis,4.3.2.2
35590,[682733],,25,activity assay,Bacillus subtilis,4.3.2.2
35591,[682738],,25,activity assay,Bacillus subtilis,4.3.2.2
35592,[681441],,25,activity assay,Escherichia coli,4.3.2.2
35593,[729717],,37,assay at,Mycobacterium tuberculosis,4.3.2.2
35594,[729717],,37,assay at,Mycolicibacterium smegmatis,4.3.2.2
35595,[691116],,37,reverse reaction SAICAR synthesis,Plasmodium falciparum,4.3.2.2
35596,[680668],,37,activity assay,Rattus norvegicus,4.3.2.3
35597,[666686],60,50,,Phaseolus vulgaris,4.3.2.3
35598,[653516],,70,"and above, chemical instability of ureidoglycolate at higher temperatures",Cicer arietinum,4.3.2.3
35599,[648690],,37,assay at,Cricetulus griseus,4.3.2.4
35600,[648690],,37,assay at,Escherichia coli,4.3.2.4
35601,[648690],,37,assay at,Lactobacillus casei,4.3.2.4
35602,[648690],,37,assay at,Proteus mirabilis,4.3.2.4
35603,[648690],,37,assay at,Chlorocebus aethiops,4.3.2.4
35604,[691012],37,25,assay at,Homo sapiens,4.3.2.5
35605,[438571],,37,assay at,Rattus norvegicus,4.3.2.5
35606,[648695],,37,assay at,Rattus norvegicus,4.3.2.5
35607,[648691],,37,assay at,Bos taurus,4.3.2.5
35608,[689627],,30,assay at,Arabidopsis thaliana,4.3.2.9
35609,[487974],,35,,Nicotiana tabacum,4.3.2.9
35610,[704710],,37,activity assay,Homo sapiens,4.3.2.9
35611,[701773],,40,,Stenotrophomonas maltophilia,4.3.3.1
35612,[648709],,40,,Flavobacterium saccharophilum,4.3.3.1
35613,[701595],,40,assay at,Stenotrophomonas maltophilia,4.3.3.1
35614,[703154],,28,assay at,Rauvolfia serpentina,4.3.3.2
35615,[680382],,30,activity assay,Catharanthus roseus,4.3.3.2
35616,[680382],,30,activity assay,Rauvolfia serpentina,4.3.3.2
35617,[679162],,30,HPLC activity assay,Catharanthus roseus,4.3.3.2
35618,[729484],,35,assay at,Uncaria tomentosa,4.3.3.2
35619,[648713],,45,,Catharanthus roseus,4.3.3.2
35620,[648713],,45,,Amsonia salicifolia,4.3.3.2
35621,[648713],,45,,Catharanthus pusillus,4.3.3.2
